total_charges,contract,monthly_charges,payment_method,tenure
978.75,0,33.75,3,29
1397.2,2,24.95,1,56
2610.0,1,45.0,1,58
2555.0,1,73.0,2,35
7008.2,2,104.6,0,67
5936.0,2,84.8,0,70
1350.0,1,56.25,1,24
1936.3,1,56.95,3,34
7075.150000000001,0,99.65,1,71
333.0,0,83.25,2,4
970.2,0,80.85,0,12
773.25,0,51.55,2,15
1145.4,1,24.9,2,46
2723.6,0,61.9,3,44
4106.0,0,102.65,3,40
1467.9,0,104.85,2,14
4124.2,1,60.65,0,68
2014.65,2,61.05,3,33
580.0,1,20.0,2,29
6313.0,1,107.0,1,59
1857.5,0,74.3,0,25
484.4,0,69.2,0,7
1114.4,0,69.65,2,16
2813.9,1,74.05,2,38
678.0,0,67.8,1,10
1373.1,2,19.9,3,69
2994.3,1,55.45,2,54
4483.799999999999,1,84.6,2,53
19.9,0,19.9,3,1
3060.65,0,74.65,0,41
623.1,1,20.1,1,31
2141.0,0,107.05,2,20
481.65,0,25.35,1,19
3785.0,1,75.7,0,50
531.9,2,19.7,1,27
5926.5,2,109.75,0,54
3992.1,0,95.05,2,42
19.0,0,19.0,3,1
230.4,0,19.2,2,12
4929.4,1,100.6,0,49
1864.35,0,69.05,3,27
469.2000000000001,2,19.55,0,24
7061.8,1,105.4,2,67
90.8,0,45.4,2,2
8215.199999999999,2,114.1,1,72
5538.0,1,106.5,2,52
741.5,0,74.15,3,10
5356.8,2,74.4,0,72
522.5500000000001,0,74.65,2,7
8334.0,2,115.75,1,72
4118.25,0,80.75,2,51
2550.6,0,98.1,0,26
5673.2,0,109.1,2,52
965.85,1,20.55,1,47
667.8000000000001,2,18.55,1,36
59.55,0,19.85,3,3
71.25,0,71.25,2,1
523.8,0,43.65,2,12
8056.8,2,111.9,1,72
240.6,0,20.05,1,12
95.1,0,95.1,2,1
2112.0,1,70.4,2,30
2081.1,0,49.55,2,42
208.05,0,69.35,2,3
1157.65,0,89.05,0,13
1201.8000000000002,0,100.15,0,12
5734.2,0,100.6,2,57
2720.0,0,85.0,2,32
5229.200000000001,1,76.9,1,68
158.8,2,19.85,3,8
20.2,0,20.2,3,1
924.6,2,20.1,3,46
952.5,0,95.25,2,10
119.6,0,29.9,2,4
46.3,0,46.3,2,1
338.4,0,84.6,2,4
1332.8000000000002,2,19.6,1,68
5472.299999999999,2,94.35,0,58
24.4,0,24.4,3,1
879.5999999999999,0,73.3,1,12
8229.6,2,114.3,1,72
502.5,0,100.5,2,5
394.0,1,19.7,0,20
517.05,0,19.15,3,27
2627.25,0,84.75,1,31
6835.5,1,97.65,2,70
4646.45,1,69.35,1,67
151.2,0,50.4,0,3
20.2,0,20.2,3,1
1523.2,1,54.4,1,28
575.6500000000001,1,19.85,3,29
301.4,0,75.35,2,4
3980.0,2,79.6,3,50
2182.8,1,64.2,0,34
5999.849999999999,1,89.55,2,67
7484.400000000001,2,103.95,1,72
398.4,0,99.6,2,4
590.4499999999999,0,84.35,2,7
4873.900000000001,1,103.7,2,47
561.0,0,51.0,0,11
4192.0,0,104.8,0,40
4074.0,0,101.85,2,40
809.75,1,19.75,3,41
2929.5,0,94.5,2,31
1450.8,2,23.4,0,62
6340.95,1,103.95,2,61
2422.05,2,36.15,0,67
1749.6,2,24.3,0,72
2393.2000000000003,2,38.6,1,62
139.2,0,69.6,2,2
5902.95,2,100.05,3,59
225.6,0,56.4,2,4
6498.0,2,90.25,1,72
4546.5,1,64.95,0,70
1739.5,2,24.5,2,71
3771.5,0,99.25,0,38
1721.4,0,90.6,2,19
210.9,0,70.3,2,3
234.0,0,58.5,3,4
184.0,0,46.0,3,4
1712.7,0,95.15,3,18
1254.6,1,24.6,0,51
1099.8,0,84.6,2,13
241.05,0,80.35,2,3
846.0,0,84.6,1,10
6063.400000000001,0,99.4,0,61
237.6,1,19.8,0,12
1097.4,0,35.4,0,31
20.05,0,20.05,3,1
4719.599999999999,2,65.55,0,72
1266.3,0,90.45,1,14
885.5,0,80.5,0,11
5308.8,1,94.8,1,56
2515.65,0,81.15,2,31
78.6,0,19.65,3,4
1363.95,0,64.95,0,21
456.5,1,20.75,0,22
69.75,0,69.75,0,1
2080.35,0,90.45,2,23
1145.5,1,39.5,1,29
2801.2000000000003,2,59.6,0,47
7111.0,0,109.4,1,65
29.9,0,29.9,3,1
435.2,0,54.4,2,8
1995.6,1,83.15,0,24
754.65,0,83.85,2,9
251.75,0,50.35,2,5
2242.5,0,89.7,2,25
137.9,0,68.95,2,2
118.2,1,19.7,3,6
799.5,1,19.5,0,41
491.15,0,44.65,3,11
2872.45,0,99.05,0,29
586.5,1,19.55,0,30
8380.800000000001,2,116.4,1,72
6828.5,0,97.55,1,70
1352.5,0,54.1,2,25
350.4,0,29.2,3,12
236.4,0,19.7,3,12
6772.5,1,107.5,2,63
4641.25,0,98.75,2,47
7138.8,2,99.15,2,72
905.4,0,50.3,3,18
6020.8,1,84.8,0,71
75.3,0,75.3,2,1
2289.0,0,54.5,3,42
1692.9,0,89.1,2,19
7552.8,2,104.9,1,72
7955.5,2,113.65,0,70
4065.6,2,72.6,1,56
2095.3,0,45.55,2,46
40.2,0,20.1,0,2
7797.599999999999,2,108.3,0,72
5858.1,0,84.9,1,69
19.9,0,19.9,0,1
1102.4,1,20.8,0,53
580.0,1,20.0,3,29
1722.0,0,49.2,2,35
792.4499999999999,0,88.05,2,9
1687.2,0,88.8,1,19
7021.099999999999,1,115.1,3,61
438.0,0,54.75,1,8
2915.95,0,100.55,0,29
7804.8,2,108.4,2,72
99.75,0,99.75,2,1
467.94999999999993,0,66.85,2,7
791.2,0,49.45,3,16
547.0500000000001,0,26.05,2,21
280.7,0,40.1,1,7
626.5,0,89.5,2,7
2905.6,1,90.8,2,32
7785.400000000001,2,116.2,1,67
7329.8,1,109.4,2,67
1310.4,1,54.6,0,24
358.70000000000005,0,21.1,1,17
1192.8000000000002,0,49.7,3,24
2704.8,0,96.6,1,28
3610.0,1,95.0,1,38
3051.4,1,80.3,1,38
79.15,0,79.15,2,1
7444.8,2,103.4,2,72
809.2,0,101.15,2,8
5567.599999999999,0,89.8,0,62
5922.8,1,88.4,0,67
364.5,0,20.25,3,18
128.4,0,64.2,3,2
1123.65,1,34.05,1,33
1732.4,2,24.4,1,71
144.54999999999998,0,20.65,3,7
348.5,0,69.7,2,5
1575.9,0,92.7,1,17
240.6,1,20.05,1,12
5437.5,0,108.75,0,50
2290.5,0,50.9,0,45
5521.599999999999,0,98.6,2,56
4481.05,2,75.95,1,59
86.6,0,86.6,2,1
80.8,0,80.8,2,1
5999.849999999999,0,89.55,0,67
1756.9499999999998,1,45.05,0,39
3344.4,2,92.9,1,36
5072.400000000001,2,70.45,0,72
6603.3,0,100.05,1,66
175.5,0,19.5,2,9
1754.4,2,25.8,1,68
164.5,0,23.5,3,7
19.75,0,19.75,0,1
201.6,0,50.4,3,4
2852.8500000000004,0,73.15,1,39
144.54999999999998,1,20.65,3,7
6080.400000000001,2,84.45,1,72
4646.0,0,101.0,2,46
6005.45,1,98.45,0,61
394.0,1,19.7,3,20
4300.0,1,100.0,2,43
1280.3,2,20.65,1,62
3191.25,2,46.25,0,69
121.9,0,60.95,0,2
2595.2,0,81.1,1,32
1044.0,0,104.4,2,10
6769.4,2,99.55,2,68
978.9,1,75.3,3,13
107.7,0,53.85,3,2
887.4000000000001,2,26.1,0,34
6465.599999999999,2,89.8,1,72
6697.6,1,104.65,1,64
1233.0,2,20.55,3,60
193.8,0,64.6,2,3
140.7,0,70.35,2,2
6207.5,1,95.5,2,65
1247.5,2,24.95,3,50
5112.450000000001,1,81.15,1,63
5367.0,0,89.45,2,60
577.5,2,26.25,3,22
645.2,0,80.65,1,8
1693.95,0,73.65,1,23
295.6,0,73.9,2,4
38.4,0,19.2,2,2
407.0,0,20.35,3,20
0.0,2,80.85,3,0
39.2,0,19.6,2,2
1599.6,2,25.8,1,62
1124.9,0,80.35,0,14
1094.8,2,19.55,0,56
3204.5,0,94.25,2,34
5698.35,1,90.45,1,63
1754.1999999999998,1,35.8,1,49
3428.9,0,100.85,2,34
44.05,0,44.05,0,1
6537.599999999999,2,90.8,1,72
649.35,0,49.95,3,13
5644.0,1,83.0,2,68
281.6,0,70.4,2,4
993.6,0,55.2,1,18
1899.05,0,99.95,2,19
3168.0,0,79.2,1,40
273.0,1,19.5,3,14
2067.7000000000003,0,44.95,0,46
84.85,0,84.85,2,1
523.6,0,65.45,2,8
1373.1,2,59.7,3,23
4102.0,2,73.25,0,56
252.9,0,84.3,2,3
3561.25,2,64.75,3,55
197.0,0,49.25,3,4
4694.400000000001,2,65.2,1,72
329.79999999999995,2,19.4,3,17
6438.25,2,99.05,1,65
20.2,0,20.2,3,1
4170.400000000001,1,80.2,3,52
497.5,1,19.9,1,25
5469.4,1,94.3,2,58
3379.6,2,47.6,0,71
220.8,0,73.6,1,3
1133.9,0,66.7,3,17
70.35,0,70.35,2,1
1368.5,0,80.5,0,17
703.9499999999999,1,54.15,0,13
69.55,0,69.55,2,1
1703.75,1,58.75,2,29
6438.150000000001,2,112.95,0,57
615.0,0,51.25,2,12
1176.5,0,90.5,2,13
1303.8000000000002,2,24.6,3,53
3405.75,2,59.75,2,57
6906.25,1,106.25,2,65
241.6,0,60.4,3,4
712.4,0,54.8,2,13
152.4,2,19.05,3,8
6369.0,0,106.15,2,60
1322.25,0,88.15,2,15
69.5,0,69.5,2,1
80.6,0,20.15,3,4
1033.6,1,30.4,0,34
44.55,0,44.55,2,1
3792.25,1,108.35,2,35
110.6,0,55.3,2,2
702.0999999999999,0,20.65,3,34
297.0,1,19.8,3,15
2788.8,0,66.4,1,42
1379.0,1,19.7,0,70
2684.3,1,78.95,0,34
20.1,0,20.1,3,1
3332.7,0,79.35,0,42
19.25,0,19.25,0,1
3046.65,1,53.45,2,57
905.8,0,64.7,0,14
567.5,0,56.75,0,10
1435.5,1,65.25,0,22
296.25,0,19.75,0,15
1449.0,1,24.15,0,60
895.0500000000001,0,99.45,1,9
3619.65,1,61.35,0,59
3615.9,0,106.35,2,34
100.25,0,100.25,1,1
4658.4,1,97.05,2,48
6382.900000000001,2,89.9,1,71
4238.7,2,59.7,0,71
397.8,0,44.2,0,9
245.0,0,24.5,3,10
8283.6,2,115.05,1,72
89.4,0,29.8,1,3
3063.75,0,53.75,2,57
1989.75,0,56.85,2,35
3475.0,2,69.5,0,50
769.5,0,85.5,2,9
590.4000000000001,0,49.2,2,12
5877.0,1,97.95,2,60
1393.8,0,30.3,0,46
403.2000000000001,1,33.6,3,12
591.8,1,53.8,0,11
1583.4,0,40.6,2,39
5185.0,0,103.7,2,50
1650.15,0,86.85,2,19
7552.8,2,104.9,1,72
669.1999999999999,0,95.6,0,7
2495.65,1,67.45,2,37
798.25,2,25.75,3,31
69.95,0,69.95,3,1
8038.8,2,111.65,2,72
1964.8,0,61.4,0,32
3348.8,0,72.8,0,46
2581.2,0,95.6,0,27
1417.95,1,20.55,1,69
355.4,0,88.85,2,4
1300.6,0,92.9,2,14
632.0,1,19.75,0,32
1303.15,1,19.45,3,67
19.75,0,19.75,2,1
3897.95,1,90.65,1,43
418.95,0,19.95,3,21
98.5,0,49.25,3,2
598.2,2,49.85,3,12
1001.0,0,35.75,3,28
3123.0,0,104.1,2,30
1424.8,0,89.05,1,16
2462.9500000000003,1,79.45,3,31
832.3000000000001,0,59.45,0,14
7902.0,2,109.75,3,72
1107.6999999999998,2,20.9,3,53
2713.2,0,39.9,0,68
4485.0,2,89.7,0,50
7388.5,1,105.55,0,70
3887.0,2,59.8,1,65
70.5,0,70.5,2,1
3412.8,0,94.8,1,36
3348.75,0,58.75,0,57
795.6,0,88.4,3,9
164.10000000000002,0,54.7,1,3
473.1,2,24.9,0,19
8064.799999999999,2,118.6,3,68
2781.1000000000004,0,95.9,2,29
1405.0500000000002,0,82.65,1,17
8168.55,2,115.05,0,71
89.15,0,89.15,3,1
3885.7,2,79.3,0,49
1097.85,0,84.45,2,13
3917.55,2,100.45,2,39
1002.05,2,20.45,1,49
1864.5,0,84.75,2,22
4151.05,2,68.05,0,61
20.55,0,20.55,2,1
208.8,0,104.4,2,2
140.35,1,20.05,3,7
1806.95,2,25.45,1,71
339.15,1,19.95,3,17
227.55,0,75.85,2,3
1782.0,2,24.75,0,72
2232.0,1,55.8,2,40
280.7,0,20.05,2,14
7023.25,1,108.05,1,65
4723.5,0,100.5,2,47
503.75,0,20.15,3,25
145.2,0,72.6,3,2
2755.4,1,59.9,0,46
1155.0,2,21.0,3,55
6920.549999999999,0,109.85,1,63
5338.2,2,86.1,2,62
2174.4,0,45.3,0,48
1407.6,0,78.2,2,18
6134.400000000001,2,86.4,1,71
3137.75,0,89.65,0,35
1530.9,0,56.7,3,27
6269.6,2,92.2,1,68
61.2,0,20.4,3,3
807.3,2,20.7,1,39
5005.85,1,94.45,1,53
2522.8,1,90.1,0,28
373.25,0,74.65,2,5
197.5,0,19.75,1,10
1770.0,1,35.4,3,50
1495.3,0,78.7,0,19
1195.9499999999998,1,70.35,0,17
1036.0,0,51.8,3,20
1260.0,2,20.0,1,63
6238.8,2,86.65,0,72
4763.2,2,91.6,1,52
1150.5,2,19.5,1,59
1935.0,1,64.5,1,30
1804.05,0,94.95,2,19
5332.150000000001,1,113.45,0,47
1898.45,1,44.15,2,43
3277.5,2,57.5,0,57
3194.85,2,54.15,1,59
1015.2,0,84.6,2,12
2423.05,1,56.35,3,43
5539.2,2,86.55,1,64
119.1,0,19.85,1,6
70.3,0,70.3,2,1
427.55,2,25.15,3,17
6360.0,1,106.0,2,60
8211.6,2,114.05,1,72
216.25,0,43.25,3,5
7104.5,2,109.3,2,65
356.70000000000005,0,59.45,2,6
297.6,0,74.4,2,4
2117.0,0,105.85,0,20
1488.4,2,24.4,3,61
6841.25,0,105.25,0,65
8319.6,2,115.55,1,72
844.0,0,105.5,2,8
888.5999999999999,1,74.05,3,12
4650.45,0,108.15,1,43
1209.0,0,40.3,2,30
4677.700000000001,0,80.65,0,58
3247.6,1,70.6,3,46
2258.4,0,94.1,2,24
2538.2,1,51.8,0,49
282.6,0,70.65,2,4
495.5,1,49.55,3,10
2970.0,0,55.0,1,54
1985.0,2,39.7,1,50
3938.4,1,82.05,3,48
2554.5,0,85.15,2,30
193.5,0,64.5,0,3
19.9,0,19.9,2,1
2186.4,0,45.55,1,48
1916.9,0,66.1,2,29
60.0,0,20.0,3,3
827.4,1,59.1,1,14
4975.95,0,101.55,1,49
1338.6,2,19.4,3,69
3873.6,2,53.8,1,72
3841.2,2,58.2,1,66
5085.35,1,95.95,2,53
1284.0,0,85.6,0,15
296.0,2,29.6,3,10
1359.45,0,50.35,3,27
5256.0,2,73.0,1,72
1146.6,0,54.6,0,21
54.75,0,54.75,3,1
3223.0,2,58.6,2,55
1177.4,2,20.3,1,58
446.4,0,74.4,2,6
236.4,1,19.7,3,12
723.6,1,40.2,3,18
210.9,0,70.3,3,3
3269.75,1,59.45,1,55
298.6,0,74.65,2,4
347.0,0,34.7,2,10
6359.5,0,90.85,2,70
987.5,1,19.75,0,50
1749.6,2,24.3,0,72
7319.400000000001,1,110.9,1,66
188.0,0,94.0,2,2
3412.2,1,77.55,3,44
1394.4,1,24.9,2,56
297.0,0,49.5,1,6
523.75,1,20.95,0,25
123.6,1,20.6,3,6
45.1,0,45.1,0,1
5623.299999999999,1,106.1,0,53
1483.3,1,105.95,3,14
3606.9,2,54.65,0,66
6820.4,1,100.3,2,68
1530.2,0,54.65,0,28
89.1,0,29.7,1,3
2270.4,0,94.6,2,24
366.75,0,40.75,2,9
449.9,0,20.45,0,22
5905.2,0,105.45,0,56
958.65,0,45.65,3,21
1385.6,0,86.6,2,16
1814.4,2,25.2,0,72
44.95,0,44.95,3,1
3163.2,0,98.85,2,32
19.75,0,19.75,3,1
476.25,0,19.05,3,25
1053.15,1,61.95,3,17
3161.4,1,95.8,2,33
968.8,0,69.2,3,14
4716.0,2,65.5,0,72
4845.7,1,103.1,2,47
4083.3,1,104.7,1,39
125.7,0,20.95,3,6
226.6,1,20.6,3,11
1820.0,1,91.0,0,20
6541.0,0,105.5,2,62
24.25,0,24.25,2,1
1378.6999999999998,2,40.55,2,34
2392.6,0,85.45,2,28
1894.2,1,45.1,1,42
975.6,0,40.65,1,24
4020.5,0,73.1,2,55
3051.0,0,84.75,2,36
1335.6,0,55.65,0,24
1645.0,0,65.8,0,25
663.3000000000001,1,20.1,3,33
78.45,0,78.45,2,1
140.7,0,70.35,2,2
3921.45,2,100.55,3,39
3000.25,0,54.55,0,55
5144.400000000001,2,71.45,0,72
5187.0,1,74.1,1,70
274.6,0,68.65,0,4
596.4,0,85.2,3,7
1098.9,2,20.35,0,54
3230.2000000000003,0,104.2,2,31
4491.0,1,74.85,1,60
50.15,0,50.15,2,1
4611.75,1,70.95,0,65
241.8,1,20.15,2,12
4687.2,2,65.1,1,72
135.1,0,19.3,3,7
3746.6,0,85.15,2,44
623.0,0,89.0,2,7
300.0,0,25.0,2,12
3729.3,2,60.15,1,62
82.0,0,20.5,3,4
320.0,0,64.0,2,5
151.6,0,75.8,2,2
70.3,0,70.3,2,1
2854.0,0,71.35,3,40
35.9,0,35.9,3,1
490.00000000000006,1,19.6,2,25
334.20000000000005,0,55.7,0,6
3044.25,0,74.25,2,41
450.9,0,50.1,2,9
75.35,0,75.35,2,1
1672.0,1,76.0,1,22
3385.8,1,89.1,3,38
2282.75,0,99.25,2,23
4617.0,2,76.95,0,60
3104.35,1,66.05,1,47
6670.8,2,92.65,0,72
7423.5,0,106.05,2,70
70.6,0,70.6,3,1
343.8,0,85.95,2,4
604.8,0,75.6,2,8
8094.0,2,114.0,0,71
160.4,0,80.2,2,2
666.4000000000001,1,19.6,1,34
3200.0,0,80.0,2,40
388.0,0,19.4,3,20
2408.4,0,89.2,2,27
2910.0,1,97.0,0,30
621.4499999999999,0,69.05,2,9
284.70000000000005,0,94.9,2,3
299.4,1,24.95,1,12
6088.25,2,85.75,1,71
661.5,2,24.5,2,27
2564.0,0,64.1,1,40
1565.2,1,30.1,3,52
6636.0,2,94.8,1,70
212.1,0,70.7,3,3
244.0,0,24.4,3,10
134.75,0,19.25,2,7
5886.5,1,96.5,0,61
439.6,0,62.8,0,7
7552.8,1,104.9,1,72
20.45,0,20.45,3,1
60.1,0,60.1,3,1
231.0,0,77.0,2,3
637.5,2,25.5,1,25
30.5,0,30.5,0,1
2611.9500000000003,1,79.15,2,33
2544.0,0,79.5,2,32
1276.6,2,24.55,3,52
2836.4,0,101.3,1,28
1356.0,0,84.75,2,16
2052.7000000000003,1,78.95,0,26
78.95,0,78.95,2,1
4785.0,2,82.5,0,58
6354.0,0,105.9,2,60
2913.6,0,91.05,2,32
351.90000000000003,0,19.55,3,18
95.45,0,95.45,2,1
1435.1999999999998,1,29.9,0,48
4294.2,0,84.2,2,51
3902.4,2,54.2,2,72
1863.0,0,81.0,2,23
406.5,0,81.3,2,5
219.45,0,19.95,3,11
5418.400000000001,0,104.2,2,52
2052.05,1,50.05,0,41
5137.65,0,81.55,0,63
6478.2,0,106.2,2,61
1069.8000000000002,0,89.15,2,12
90.6,0,90.6,2,1
79.0,0,19.75,3,4
1120.7,0,80.05,1,14
1652.55,2,23.95,0,69
2376.0,1,54.0,2,44
1310.4,0,100.8,2,13
913.5,0,101.5,2,9
443.3,0,20.15,1,22
20.5,0,20.5,3,1
43.3,0,43.3,2,1
6652.7,2,93.7,0,71
963.9,2,22.95,2,42
79.55,0,79.55,2,1
74.9,0,74.9,2,1
3555.3,0,84.65,2,42
450.4,0,56.3,0,8
6548.75,1,100.75,2,65
1374.0,1,68.7,2,20
81.95,0,81.95,2,1
2914.8,0,69.4,0,42
1221.45,1,23.95,3,51
3448.6,1,80.2,2,43
4330.900000000001,1,94.15,2,46
4641.0,2,89.25,3,52
198.0,1,19.8,3,10
3185.0,0,91.0,1,35
4346.099999999999,2,65.85,3,66
4976.400000000001,1,95.7,1,52
4997.900000000001,2,108.65,2,46
3525.0,2,70.5,1,50
1329.25,0,102.25,1,13
2107.35,0,78.05,2,27
2214.3,0,100.65,2,22
6113.099999999999,2,86.1,0,71
1181.7,0,45.45,2,26
4225.5,0,93.9,0,45
309.6,1,19.35,1,16
5225.85,1,106.65,0,49
357.7,0,25.55,3,14
765.8499999999999,0,45.05,2,17
1710.0,2,23.75,0,72
4645.2,2,94.8,2,49
1376.85,1,20.55,2,67
904.8,0,31.2,2,29
1261.0,0,97.0,2,13
7887.599999999999,2,109.55,1,72
2917.4,1,50.3,1,58
6512.400000000001,2,90.45,0,72
72.1,0,72.1,2,1
100.25,0,20.05,0,5
3949.1,2,116.15,1,34
8467.199999999999,2,117.6,0,72
4794.0,1,94.0,0,51
226.0,0,56.5,3,4
342.6,0,85.65,2,4
2245.2,0,93.55,2,24
1562.4,1,50.4,1,31
54.35,0,54.35,2,1
45.1,0,45.1,2,1
2300.1000000000004,2,67.65,1,34
1636.8000000000002,0,74.4,0,22
80.2,0,20.05,3,4
7264.8,2,100.9,0,72
162.0,0,20.25,3,8
24.45,0,24.45,3,1
79.7,0,79.7,2,1
25.7,0,25.7,2,1
817.1999999999999,0,90.8,0,9
3319.8,0,100.6,0,33
5578.25,1,105.25,2,53
4953.3,1,86.9,2,57
4752.0,1,79.2,0,60
4658.400000000001,2,64.7,2,72
2992.0,0,93.5,2,32
4752.0,1,99.0,2,48
419.1,0,19.05,0,22
2941.25,2,45.25,3,65
3828.5,2,58.9,1,65
19.8,0,19.8,1,1
6652.8,0,100.8,2,66
7472.75,2,105.25,2,71
1196.8000000000002,0,70.4,0,17
89.9,0,44.95,3,2
4916.400000000001,1,96.4,1,51
1411.0,0,70.55,1,20
7781.599999999999,1,109.6,2,71
7457.099999999999,1,111.3,2,67
75.3,0,75.3,0,1
1206.4,0,75.4,2,16
4884.0,2,88.8,1,55
529.9,0,75.7,2,7
2749.85,0,63.95,2,43
55.0,0,55.0,1,1
100.6,0,25.15,2,4
8244.0,2,114.5,3,72
5047.0,1,103.0,0,49
4995.25,1,94.25,0,53
3003.0,1,50.05,2,60
6565.4,1,96.55,1,68
4545.75,2,79.75,0,57
567.6999999999999,0,81.1,2,7
19.1,0,19.1,3,1
486.15,1,69.45,2,7
1642.1999999999998,2,24.15,0,68
1900.0,1,100.0,0,19
159.1,0,79.55,2,2
7078.55,2,105.65,0,67
4023.35,1,60.05,3,67
2415.0,1,69.0,2,35
7142.2,1,106.6,0,67
991.65,0,90.15,2,11
4796.400000000001,2,85.65,0,56
234.8,0,29.35,3,8
555.5,2,25.25,1,22
5978.2,2,84.2,1,71
1612.3,0,35.05,0,46
6900.3,1,104.55,0,66
735.0,0,49.0,2,15
2392.5,0,95.7,1,25
633.6,1,19.8,3,32
533.6,0,66.7,2,8
150.60000000000002,1,25.1,3,6
138.3,0,46.1,3,3
656.15,0,59.65,0,11
1365.0,0,91.0,2,15
2071.15,0,90.05,0,23
44.0,0,44.0,3,1
1487.4,1,40.2,2,37
5564.85,2,80.65,0,69
5616.099999999999,2,79.1,1,71
437.2,0,54.65,3,8
380.4,2,63.4,3,6
4889.4,2,84.3,2,58
3492.45,1,89.55,2,39
2070.0,0,90.0,2,23
1316.7,2,19.95,1,66
4245.75,2,83.25,1,51
557.9,0,79.7,2,7
294.75,1,19.65,3,15
4080.0,0,80.0,1,51
76.0,0,19.0,3,4
905.4,0,50.3,2,18
4310.2,0,93.7,2,46
317.70000000000005,0,105.9,2,3
1590.75,2,25.25,3,63
5005.0,2,96.25,0,52
1173.0,0,69.0,3,17
3659.3,1,85.1,1,43
1376.55,2,19.95,1,69
5579.0,2,79.7,0,70
95.6,1,23.9,2,4
1257.0,2,20.95,0,60
489.0,0,24.45,2,20
6606.75,1,95.75,1,69
5052.0,0,105.25,1,48
30.55,0,30.55,3,1
408.4,0,51.05,2,8
45.85,0,45.85,3,1
19.55,0,19.55,1,1
431.2000000000001,1,19.6,3,22
624.0,0,39.0,3,16
8510.4,2,118.2,2,72
673.75,1,61.25,2,11
362.6,0,90.65,2,4
160.0,2,20.0,3,8
4452.3,1,82.45,0,54
5623.5,2,81.5,1,69
3698.4,0,80.4,2,46
3386.85,1,50.55,1,67
6414.849999999999,2,90.35,2,71
1799.0,0,89.95,2,20
4657.599999999999,0,113.6,0,41
123.45,0,41.15,2,3
761.25,1,50.75,2,15
1745.6999999999998,0,79.35,2,22
1451.7,0,80.65,2,18
884.6999999999999,0,98.3,1,9
1963.0,1,75.5,0,26
7508.25,1,105.75,0,71
304.8,1,19.05,3,16
6415.2,2,89.1,1,72
1052.1,1,25.05,2,42
4516.7,1,96.1,2,47
4362.599999999999,2,66.1,1,66
246.0,0,49.2,2,5
118.6,0,29.65,2,4
800.1,1,19.05,2,42
4195.2,1,60.8,1,69
6996.0,1,116.6,1,60
232.2,1,19.35,0,12
136.05,0,45.35,2,3
5691.6,1,105.4,1,54
121.2,0,20.2,3,6
40.1,0,20.05,3,2
5343.75,2,93.75,2,57
1297.8000000000002,2,20.6,3,63
3866.3,0,94.3,0,41
2482.5,2,99.3,0,25
5515.25,2,84.85,0,65
1085.4,2,20.1,3,54
5743.150000000001,0,94.15,1,61
376.2,1,19.8,3,19
233.4,0,19.45,0,12
443.7,2,24.65,1,18
6466.799999999999,2,95.1,0,68
1002.5,0,100.25,2,10
1891.0,0,94.55,2,20
4176.900000000001,0,99.45,2,42
1903.5,1,42.3,0,45
8290.800000000001,2,115.15,0,72
3878.0,1,110.8,0,35
6458.400000000001,1,89.7,2,72
797.2,0,99.65,2,8
2395.75,0,64.75,2,37
2195.55,1,104.55,3,21
5711.95,2,80.45,0,71
2698.0,0,67.45,2,40
622.5,0,62.25,0,10
2210.0,0,88.4,0,25
3062.7000000000003,1,74.7,1,41
1822.1,0,95.9,1,19
2187.3,0,95.1,2,23
6153.150000000001,2,107.95,2,57
168.1,0,84.05,2,2
5572.0,2,79.6,0,70
88.35,0,88.35,2,1
7665.0,1,109.5,0,70
6984.0,2,97.0,0,72
2648.75,0,105.95,3,25
2393.15,0,104.05,3,23
1270.75,2,19.55,1,65
520.0,0,20.8,3,25
1245.75,0,83.05,2,15
2211.9500000000003,0,53.95,2,41
54.65,0,54.65,2,1
3405.6000000000004,1,70.95,0,48
245.8,0,61.45,1,4
334.04999999999995,1,19.65,0,17
4399.5,0,104.75,0,42
1920.8,0,39.2,2,49
411.6,2,19.6,3,21
6636.0,2,110.6,2,60
1418.1,2,24.45,1,58
633.9499999999999,2,20.45,3,31
6170.150000000001,1,101.15,0,61
5776.0,1,90.25,1,64
3748.45,2,61.45,0,61
4750.3,2,70.9,1,67
1413.5,2,25.7,0,55
400.0,1,20.0,3,20
874.5,0,79.5,0,11
8409.6,2,116.8,1,72
4816.5,2,84.5,2,57
3083.5,1,44.05,1,70
7497.0,2,110.25,1,68
84.6,0,84.6,3,1
3708.3,1,78.9,2,47
969.75,0,64.65,0,15
1404.15,1,20.35,1,69
166.05,0,55.35,2,3
19.45,0,19.45,3,1
2935.35,2,88.95,2,33
3694.1,2,69.7,0,53
1614.0,0,80.7,0,20
93.55,0,93.55,2,1
989.0,1,98.9,2,10
636.8,0,19.9,0,32
5658.8,0,101.05,2,56
1356.1,2,19.1,1,71
911.95,0,70.15,2,13
40.2,0,20.1,3,2
1626.0500000000002,0,95.65,0,17
110.2,0,55.1,3,2
7297.2,1,101.35,2,72
1418.3,1,54.55,1,26
129.5,0,25.9,0,5
302.85,0,100.95,2,3
2098.2000000000003,0,80.7,2,26
3864.5,1,65.5,3,59
1345.95,0,49.85,3,27
5873.849999999999,0,103.05,2,57
44.1,0,44.1,2,1
732.6,1,19.8,2,37
296.70000000000005,0,49.45,2,6
1366.2,0,75.9,0,18
1918.05,1,100.95,2,19
