no_internet_service,payment_method_mailed_check,contract_one_year,monthly_charges,tenure,churn
0.0,0.0,0.0,78.95,5,1
1.0,0.0,0.0,20.25,42,0
0.0,0.0,0.0,44.6,2,1
0.0,0.0,0.0,74.55,11,1
0.0,0.0,0.0,79.9,41,1
0.0,0.0,0.0,88.0,68,0
0.0,0.0,0.0,95.05,50,1
0.0,0.0,0.0,93.9,53,1
0.0,0.0,0.0,83.55,8,1
0.0,1.0,1.0,104.4,50,0
0.0,1.0,0.0,100.2,50,0
0.0,0.0,0.0,60.0,8,0
0.0,1.0,0.0,29.75,10,0
1.0,0.0,0.0,24.1,37,0
0.0,0.0,0.0,61.75,49,0
0.0,0.0,0.0,35.65,17,0
1.0,1.0,0.0,19.7,12,0
0.0,0.0,0.0,99.85,23,1
0.0,1.0,0.0,58.65,71,0
0.0,0.0,0.0,77.55,71,0
0.0,0.0,0.0,89.25,24,0
0.0,0.0,1.0,78.75,45,0
0.0,0.0,1.0,63.7,42,0
0.0,0.0,0.0,96.05,18,1
0.0,0.0,0.0,73.5,26,0
0.0,0.0,0.0,55.35,9,1
0.0,0.0,0.0,44.45,2,0
0.0,1.0,0.0,44.8,5,0
0.0,0.0,0.0,84.2,6,1
0.0,0.0,0.0,110.75,52,0
0.0,0.0,0.0,74.35,57,0
0.0,0.0,1.0,75.35,29,0
1.0,1.0,0.0,24.9,67,0
0.0,0.0,0.0,105.2,42,1
1.0,1.0,1.0,19.3,12,0
0.0,0.0,0.0,34.5,7,1
1.0,1.0,0.0,20.4,12,0
0.0,0.0,0.0,48.75,13,1
0.0,0.0,0.0,71.05,31,0
0.0,0.0,0.0,29.95,9,1
1.0,1.0,1.0,20.5,63,0
0.0,0.0,1.0,98.7,45,0
0.0,0.0,1.0,79.2,12,0
0.0,0.0,0.0,80.25,41,0
1.0,1.0,0.0,21.05,5,1
0.0,0.0,0.0,46.35,71,0
0.0,0.0,0.0,78.95,72,0
0.0,0.0,0.0,69.05,9,0
0.0,0.0,1.0,90.15,51,0
0.0,1.0,1.0,40.9,35,0
0.0,0.0,1.0,100.55,56,0
0.0,0.0,0.0,74.7,18,0
0.0,0.0,0.0,111.5,44,0
0.0,0.0,0.0,29.5,48,0
0.0,0.0,1.0,64.9,11,0
0.0,0.0,0.0,106.0,71,1
0.0,0.0,1.0,81.6,35,0
0.0,1.0,0.0,34.25,24,0
0.0,0.0,0.0,104.7,60,0
0.0,0.0,0.0,30.5,6,1
1.0,0.0,0.0,20.0,15,1
0.0,0.0,0.0,104.35,21,0
1.0,1.0,1.0,20.6,33,0
1.0,1.0,0.0,20.9,1,0
1.0,0.0,0.0,19.55,58,0
0.0,1.0,1.0,64.9,10,0
1.0,0.0,0.0,24.25,33,0
0.0,0.0,0.0,25.25,1,1
0.0,1.0,0.0,45.95,1,1
0.0,0.0,1.0,73.15,42,0
1.0,0.0,0.0,20.15,1,0
1.0,1.0,1.0,20.1,38,0
0.0,1.0,0.0,50.6,5,1
0.0,0.0,1.0,110.0,65,0
0.0,0.0,0.0,33.45,43,0
0.0,0.0,0.0,84.9,72,0
0.0,0.0,1.0,94.4,60,1
0.0,1.0,1.0,100.9,55,0
0.0,0.0,0.0,113.05,70,0
0.0,1.0,0.0,73.85,6,0
0.0,0.0,1.0,104.15,13,0
1.0,1.0,0.0,20.15,8,0
0.0,0.0,0.0,99.7,45,0
0.0,0.0,1.0,110.35,54,1
0.0,0.0,0.0,83.35,33,1
0.0,0.0,1.0,75.9,21,0
0.0,0.0,1.0,100.0,55,1
0.0,1.0,0.0,75.3,1,1
0.0,0.0,0.0,68.85,44,0
0.0,0.0,0.0,87.1,72,0
0.0,0.0,0.0,61.8,13,0
0.0,0.0,0.0,104.5,36,0
1.0,0.0,0.0,25.55,71,0
0.0,0.0,0.0,100.5,9,1
0.0,0.0,0.0,55.0,46,0
0.0,0.0,1.0,104.4,61,1
0.0,0.0,0.0,77.35,72,0
0.0,0.0,0.0,74.95,11,1
0.0,0.0,0.0,69.7,2,0
1.0,1.0,0.0,19.35,2,0
0.0,0.0,0.0,79.0,4,1
0.0,0.0,0.0,49.15,3,1
0.0,0.0,0.0,34.8,3,0
0.0,0.0,1.0,64.85,43,0
1.0,0.0,0.0,19.75,61,0
0.0,0.0,0.0,90.85,49,1
0.0,0.0,1.0,64.35,34,0
0.0,0.0,0.0,50.15,1,0
0.0,1.0,0.0,45.95,1,1
0.0,0.0,0.0,86.45,61,0
0.0,0.0,0.0,73.75,4,1
0.0,1.0,1.0,69.1,59,0
0.0,1.0,0.0,45.25,4,0
1.0,1.0,0.0,19.85,0,0
1.0,1.0,1.0,20.3,22,0
0.0,0.0,0.0,84.7,72,0
0.0,0.0,0.0,30.2,15,0
1.0,0.0,0.0,19.3,1,1
0.0,0.0,0.0,95.25,57,1
0.0,1.0,0.0,86.3,39,1
1.0,0.0,0.0,19.5,6,0
0.0,0.0,0.0,63.05,16,0
0.0,0.0,0.0,30.1,39,1
1.0,1.0,0.0,19.9,4,0
0.0,0.0,0.0,106.75,59,1
0.0,0.0,1.0,84.45,69,0
0.0,0.0,0.0,70.3,24,0
1.0,0.0,0.0,20.4,6,0
0.0,0.0,0.0,94.05,9,0
1.0,0.0,0.0,19.5,8,0
1.0,0.0,0.0,19.65,30,1
0.0,0.0,1.0,71.4,62,0
1.0,1.0,1.0,21.1,35,0
1.0,0.0,1.0,19.15,55,0
0.0,0.0,0.0,60.85,2,0
0.0,0.0,0.0,94.45,29,1
0.0,0.0,0.0,74.95,2,0
0.0,0.0,0.0,54.6,33,0
0.0,0.0,0.0,75.9,5,1
0.0,0.0,0.0,69.2,1,1
0.0,0.0,0.0,105.5,72,0
0.0,1.0,0.0,89.55,43,1
0.0,0.0,0.0,74.75,10,1
1.0,0.0,0.0,26.0,70,0
0.0,0.0,0.0,96.0,24,1
1.0,1.0,0.0,19.5,23,0
0.0,0.0,1.0,51.25,43,0
1.0,1.0,0.0,19.1,1,1
0.0,0.0,0.0,80.25,24,1
0.0,0.0,1.0,103.9,65,0
0.0,1.0,0.0,109.6,56,0
0.0,0.0,0.0,79.1,1,1
0.0,0.0,0.0,105.8,28,0
0.0,0.0,0.0,29.15,13,0
0.0,0.0,0.0,80.1,8,1
0.0,0.0,0.0,70.15,3,0
1.0,0.0,0.0,19.95,1,1
0.0,0.0,0.0,89.15,26,1
0.0,0.0,0.0,75.75,1,1
1.0,1.0,0.0,20.5,5,0
0.0,0.0,0.0,94.5,28,1
0.0,1.0,0.0,58.95,11,0
0.0,0.0,0.0,104.05,11,1
0.0,0.0,0.0,80.45,66,1
1.0,0.0,1.0,19.95,56,0
1.0,0.0,0.0,25.1,53,0
0.0,1.0,0.0,31.0,3,1
0.0,0.0,0.0,117.35,72,0
0.0,0.0,0.0,70.55,6,0
0.0,0.0,0.0,114.6,71,0
1.0,1.0,0.0,19.8,15,0
0.0,0.0,0.0,69.85,57,0
1.0,1.0,0.0,24.55,68,0
0.0,0.0,0.0,31.05,13,1
1.0,0.0,0.0,24.7,71,0
0.0,1.0,0.0,40.0,5,1
0.0,0.0,1.0,89.6,18,0
0.0,0.0,0.0,94.7,36,0
0.0,0.0,0.0,84.65,63,0
0.0,0.0,1.0,54.85,39,0
1.0,0.0,0.0,19.55,3,0
1.0,0.0,0.0,20.05,32,0
0.0,0.0,0.0,70.2,4,0
0.0,0.0,0.0,93.2,32,1
0.0,0.0,0.0,74.2,15,1
0.0,0.0,0.0,81.0,5,1
1.0,1.0,0.0,20.35,9,0
0.0,1.0,1.0,81.15,31,0
0.0,0.0,0.0,49.5,1,0
0.0,0.0,0.0,81.05,1,0
0.0,0.0,0.0,100.2,2,0
1.0,0.0,0.0,23.3,35,0
1.0,0.0,1.0,19.55,5,0
0.0,0.0,0.0,50.15,3,1
0.0,0.0,0.0,49.05,12,0
1.0,0.0,0.0,24.15,56,0
1.0,0.0,0.0,24.75,72,0
0.0,1.0,0.0,69.4,1,1
0.0,0.0,0.0,84.8,1,1
0.0,0.0,1.0,90.1,26,0
0.0,0.0,0.0,49.15,13,0
0.0,0.0,1.0,65.6,15,0
0.0,0.0,0.0,95.9,68,0
0.0,0.0,0.0,101.25,27,1
0.0,0.0,0.0,69.35,5,0
1.0,0.0,0.0,25.0,64,0
0.0,0.0,0.0,65.2,16,1
0.0,1.0,0.0,79.65,2,1
0.0,1.0,0.0,39.1,52,0
1.0,0.0,0.0,25.05,15,0
0.0,0.0,1.0,109.1,41,0
0.0,0.0,0.0,71.3,20,1
1.0,1.0,1.0,19.3,32,0
0.0,0.0,0.0,50.45,1,1
0.0,0.0,0.0,83.3,72,0
0.0,1.0,0.0,84.75,34,0
1.0,0.0,0.0,19.55,44,0
0.0,0.0,0.0,75.1,72,0
0.0,0.0,0.0,94.75,8,0
0.0,1.0,0.0,34.2,7,0
1.0,1.0,0.0,19.85,59,0
0.0,0.0,0.0,96.6,3,1
0.0,0.0,0.0,98.8,41,0
1.0,0.0,0.0,25.3,61,0
0.0,0.0,0.0,80.15,29,1
1.0,1.0,0.0,19.55,48,0
1.0,1.0,0.0,20.15,1,1
1.0,1.0,0.0,24.8,64,0
1.0,1.0,0.0,20.75,58,0
0.0,0.0,0.0,84.9,29,0
0.0,0.0,0.0,94.7,7,1
0.0,0.0,0.0,111.05,67,0
0.0,1.0,1.0,70.0,5,1
0.0,0.0,0.0,52.85,27,0
0.0,0.0,0.0,48.55,4,1
1.0,1.0,0.0,20.05,1,0
1.0,0.0,0.0,19.95,4,0
1.0,1.0,0.0,19.65,6,0
0.0,1.0,0.0,33.6,1,0
0.0,0.0,1.0,84.35,49,1
0.0,0.0,0.0,55.05,2,1
0.0,0.0,0.0,84.9,16,0
1.0,1.0,0.0,25.4,1,0
0.0,0.0,0.0,69.75,25,0
0.0,1.0,1.0,53.65,25,0
0.0,0.0,0.0,110.75,72,0
1.0,0.0,0.0,20.0,10,0
0.0,0.0,1.0,84.4,54,0
0.0,0.0,0.0,49.25,1,1
0.0,0.0,0.0,66.9,66,0
0.0,1.0,0.0,65.55,4,0
1.0,1.0,0.0,20.35,7,0
0.0,0.0,0.0,56.55,69,0
0.0,0.0,0.0,95.65,8,1
0.0,0.0,0.0,55.55,25,0
0.0,0.0,0.0,101.1,37,1
1.0,1.0,0.0,19.7,1,0
1.0,0.0,1.0,24.1,4,0
0.0,1.0,0.0,33.9,10,1
0.0,1.0,0.0,35.4,13,0
0.0,0.0,1.0,78.85,12,0
1.0,0.0,0.0,25.45,61,0
0.0,0.0,0.0,99.35,65,0
0.0,0.0,1.0,64.65,56,0
0.0,0.0,1.0,81.15,51,0
0.0,0.0,1.0,91.25,43,0
0.0,0.0,0.0,49.9,1,0
0.0,0.0,0.0,54.2,3,0
0.0,0.0,0.0,39.7,19,0
0.0,0.0,0.0,107.75,45,0
0.0,0.0,0.0,100.2,68,1
1.0,1.0,0.0,20.5,1,1
0.0,0.0,0.0,89.6,32,0
0.0,1.0,1.0,34.8,59,0
1.0,1.0,0.0,20.35,45,0
0.0,0.0,0.0,104.25,24,1
0.0,0.0,0.0,89.4,63,0
0.0,0.0,0.0,51.6,29,0
0.0,0.0,0.0,85.5,55,0
0.0,0.0,0.0,84.95,8,1
0.0,0.0,0.0,25.05,34,0
0.0,0.0,0.0,70.25,1,1
0.0,0.0,0.0,54.95,10,0
0.0,0.0,0.0,73.35,71,0
0.0,1.0,0.0,55.75,5,0
0.0,1.0,1.0,79.3,31,0
0.0,1.0,0.0,74.6,1,1
0.0,0.0,0.0,88.7,20,1
1.0,1.0,0.0,20.2,19,0
0.0,0.0,0.0,112.6,72,0
1.0,1.0,0.0,25.0,11,0
0.0,0.0,0.0,90.05,4,1
0.0,0.0,0.0,104.95,25,1
1.0,0.0,1.0,24.7,45,0
0.0,0.0,0.0,108.95,64,0
1.0,0.0,0.0,20.7,4,0
1.0,1.0,0.0,19.7,34,0
0.0,0.0,0.0,70.1,48,0
0.0,1.0,0.0,79.65,24,0
0.0,0.0,0.0,60.9,8,0
0.0,0.0,0.0,104.0,67,0
0.0,0.0,0.0,66.6,14,0
0.0,0.0,0.0,29.65,10,1
0.0,0.0,1.0,97.1,42,0
1.0,1.0,0.0,20.05,15,0
0.0,1.0,0.0,45.85,2,0
0.0,0.0,0.0,105.15,45,0
0.0,0.0,0.0,84.05,4,1
0.0,0.0,0.0,108.75,67,1
0.0,1.0,0.0,56.65,12,1
0.0,0.0,0.0,95.75,60,1
0.0,1.0,0.0,50.6,1,1
0.0,1.0,0.0,70.6,1,0
1.0,1.0,0.0,19.9,1,1
0.0,1.0,1.0,43.45,8,0
0.0,0.0,0.0,89.8,5,1
0.0,0.0,0.0,69.15,1,1
1.0,0.0,0.0,20.5,58,0
0.0,0.0,0.0,108.95,72,0
1.0,1.0,0.0,25.1,23,0
0.0,0.0,0.0,96.5,5,1
0.0,0.0,0.0,39.15,70,0
0.0,0.0,0.0,84.5,12,1
0.0,1.0,0.0,69.9,7,0
0.0,0.0,0.0,45.65,1,1
0.0,0.0,1.0,54.3,44,0
0.0,1.0,0.0,81.0,46,0
1.0,0.0,0.0,19.6,20,0
0.0,1.0,0.0,93.95,32,0
1.0,1.0,0.0,20.3,1,0
0.0,1.0,0.0,85.25,67,0
0.0,0.0,0.0,98.65,29,1
1.0,0.0,1.0,23.3,72,0
0.0,0.0,0.0,101.35,12,1
0.0,0.0,0.0,71.6,27,0
0.0,1.0,0.0,115.85,56,0
0.0,0.0,1.0,100.15,62,1
0.0,1.0,0.0,34.7,11,0
0.0,0.0,0.0,74.75,30,0
1.0,0.0,0.0,19.65,40,0
0.0,0.0,0.0,24.85,38,0
0.0,1.0,0.0,29.75,28,0
0.0,0.0,0.0,94.4,1,1
0.0,0.0,0.0,45.0,12,0
0.0,0.0,1.0,78.4,24,0
1.0,0.0,0.0,25.1,72,0
0.0,1.0,0.0,82.3,3,0
0.0,0.0,0.0,115.5,72,0
1.0,1.0,0.0,25.25,4,0
0.0,0.0,0.0,76.1,3,0
0.0,0.0,0.0,49.55,1,1
0.0,0.0,0.0,77.85,43,1
0.0,0.0,0.0,40.7,10,0
0.0,0.0,0.0,44.3,2,0
1.0,1.0,1.0,18.8,15,0
0.0,0.0,0.0,74.6,3,0
0.0,0.0,0.0,59.95,65,0
1.0,0.0,1.0,20.1,27,0
0.0,0.0,0.0,74.4,1,1
1.0,0.0,1.0,20.6,35,0
0.0,0.0,0.0,46.6,2,0
0.0,0.0,0.0,99.65,60,0
1.0,0.0,1.0,19.45,49,0
0.0,1.0,0.0,35.45,3,1
1.0,1.0,1.0,19.9,24,0
0.0,0.0,0.0,89.1,62,0
0.0,0.0,0.0,89.1,25,1
0.0,0.0,0.0,88.85,10,0
0.0,0.0,0.0,54.2,67,0
0.0,0.0,0.0,84.8,7,1
0.0,0.0,0.0,81.0,24,0
0.0,0.0,0.0,116.05,72,0
0.0,0.0,0.0,73.9,53,0
0.0,1.0,0.0,86.85,2,1
0.0,0.0,0.0,75.55,5,1
0.0,1.0,1.0,35.45,52,0
0.0,0.0,0.0,74.35,72,0
0.0,0.0,0.0,79.25,70,0
1.0,1.0,1.0,20.15,9,0
1.0,1.0,0.0,19.5,2,0
0.0,0.0,1.0,59.9,28,0
0.0,0.0,0.0,85.95,72,0
0.0,0.0,0.0,40.15,42,0
0.0,0.0,0.0,102.0,11,1
0.0,0.0,1.0,49.7,61,0
0.0,1.0,0.0,75.7,63,0
0.0,1.0,0.0,45.85,1,1
0.0,0.0,1.0,48.35,23,1
1.0,0.0,0.0,20.25,61,0
1.0,1.0,1.0,19.5,7,0
1.0,0.0,1.0,20.4,14,0
0.0,0.0,0.0,88.45,23,0
0.0,0.0,0.0,91.75,9,1
0.0,0.0,0.0,99.55,11,1
0.0,0.0,1.0,75.15,48,0
1.0,0.0,0.0,19.95,63,0
0.0,1.0,0.0,99.95,6,1
0.0,0.0,0.0,50.95,5,0
0.0,0.0,0.0,88.0,70,0
0.0,0.0,0.0,66.25,8,0
1.0,1.0,1.0,24.95,46,0
1.0,1.0,0.0,19.55,6,0
0.0,0.0,0.0,84.4,68,0
1.0,0.0,0.0,20.65,31,0
1.0,1.0,1.0,20.05,23,0
0.0,0.0,0.0,83.9,6,1
0.0,0.0,0.0,50.75,1,1
0.0,0.0,0.0,79.45,2,0
0.0,0.0,0.0,94.3,43,0
1.0,0.0,0.0,19.75,46,0
0.0,0.0,1.0,99.25,49,0
0.0,0.0,1.0,94.8,51,1
0.0,0.0,1.0,92.9,28,0
0.0,0.0,0.0,91.85,65,1
0.0,0.0,0.0,83.4,51,0
1.0,0.0,0.0,20.65,1,0
0.0,0.0,0.0,75.35,1,1
1.0,0.0,1.0,20.4,24,0
0.0,1.0,1.0,34.7,48,1
0.0,0.0,0.0,80.3,1,1
0.0,1.0,0.0,54.15,2,0
0.0,0.0,1.0,55.45,27,0
0.0,1.0,0.0,49.9,1,1
0.0,0.0,1.0,58.4,70,0
0.0,0.0,0.0,75.35,35,1
0.0,0.0,1.0,49.35,67,0
0.0,1.0,0.0,45.85,2,1
1.0,1.0,1.0,20.55,15,0
1.0,1.0,0.0,19.55,1,0
1.0,0.0,1.0,24.8,62,0
1.0,0.0,0.0,20.25,36,0
1.0,1.0,0.0,20.1,1,1
0.0,0.0,0.0,104.8,72,0
0.0,0.0,1.0,79.4,70,0
0.0,0.0,0.0,53.95,1,1
0.0,0.0,1.0,58.35,24,0
0.0,0.0,1.0,62.7,45,1
1.0,1.0,1.0,19.8,29,0
0.0,0.0,0.0,88.6,33,0
0.0,0.0,0.0,100.4,7,0
0.0,1.0,0.0,80.3,7,1
0.0,0.0,0.0,73.15,18,0
1.0,1.0,0.0,19.25,2,0
0.0,0.0,0.0,79.85,66,0
1.0,1.0,0.0,19.6,3,1
1.0,0.0,0.0,26.45,72,0
0.0,0.0,0.0,66.75,72,0
0.0,0.0,0.0,45.3,13,0
0.0,0.0,0.0,85.95,24,0
0.0,0.0,0.0,74.8,70,0
0.0,0.0,0.0,97.2,71,0
0.0,0.0,0.0,59.5,56,0
0.0,0.0,0.0,93.55,6,1
0.0,0.0,0.0,45.3,1,1
0.0,0.0,0.0,44.95,21,0
0.0,0.0,0.0,65.45,14,1
0.0,0.0,0.0,65.85,13,0
0.0,0.0,0.0,94.2,12,1
0.0,0.0,0.0,90.65,65,0
0.0,0.0,0.0,84.3,30,0
0.0,0.0,0.0,24.5,2,0
1.0,0.0,0.0,20.1,12,0
0.0,0.0,1.0,107.25,56,0
0.0,0.0,0.0,92.45,67,0
0.0,0.0,0.0,50.9,4,1
0.0,0.0,0.0,94.4,65,0
0.0,0.0,0.0,101.15,60,0
0.0,0.0,0.0,99.5,37,1
1.0,0.0,0.0,19.8,72,0
0.0,0.0,1.0,100.3,52,0
0.0,0.0,0.0,106.9,13,1
0.0,0.0,0.0,96.85,56,0
1.0,0.0,0.0,20.65,51,0
0.0,1.0,0.0,58.85,7,0
0.0,0.0,0.0,94.2,17,0
1.0,0.0,0.0,20.05,18,0
0.0,0.0,1.0,99.4,50,0
0.0,0.0,0.0,54.65,32,0
0.0,0.0,0.0,74.7,1,1
0.0,0.0,1.0,94.65,46,0
1.0,0.0,0.0,19.75,16,0
0.0,1.0,0.0,70.8,1,1
0.0,0.0,1.0,98.85,51,0
0.0,0.0,0.0,108.9,25,0
0.0,1.0,0.0,43.55,8,0
0.0,0.0,1.0,53.75,33,0
0.0,0.0,0.0,65.3,54,0
1.0,1.0,0.0,25.1,18,0
1.0,1.0,1.0,20.55,27,0
0.0,0.0,1.0,101.05,68,0
1.0,1.0,0.0,25.45,59,0
0.0,0.0,0.0,76.85,56,0
1.0,0.0,0.0,25.4,72,0
0.0,1.0,1.0,72.1,54,0
1.0,1.0,0.0,20.55,47,0
0.0,0.0,1.0,43.05,50,0
0.0,0.0,0.0,104.15,71,0
0.0,1.0,0.0,44.75,1,0
0.0,0.0,0.0,75.5,3,1
0.0,1.0,0.0,35.1,21,0
0.0,0.0,0.0,50.55,66,0
0.0,1.0,0.0,95.5,48,1
0.0,0.0,0.0,100.05,47,1
1.0,0.0,1.0,23.95,60,0
0.0,0.0,1.0,90.6,37,0
0.0,0.0,0.0,80.55,18,0
0.0,0.0,0.0,89.85,72,0
0.0,0.0,0.0,90.75,6,0
0.0,0.0,1.0,93.55,33,0
0.0,1.0,0.0,96.75,35,0
0.0,0.0,0.0,78.9,37,0
0.0,0.0,0.0,69.65,1,1
1.0,0.0,0.0,24.45,71,0
0.0,0.0,0.0,85.05,16,0
0.0,0.0,0.0,74.0,54,0
0.0,0.0,0.0,85.3,72,0
0.0,0.0,0.0,79.8,12,0
1.0,0.0,0.0,20.15,69,0
0.0,0.0,0.0,102.95,24,1
1.0,1.0,1.0,19.75,8,1
0.0,0.0,0.0,54.55,11,0
0.0,0.0,0.0,43.75,9,0
0.0,0.0,0.0,78.3,34,1
0.0,1.0,0.0,47.4,66,0
1.0,0.0,0.0,20.65,41,0
1.0,1.0,0.0,19.35,16,0
0.0,0.0,0.0,105.1,65,0
1.0,1.0,1.0,20.3,27,0
0.0,0.0,1.0,105.75,68,0
0.0,0.0,0.0,106.4,23,1
1.0,1.0,0.0,20.35,33,0
0.0,0.0,0.0,89.5,25,1
0.0,0.0,0.0,114.45,72,0
1.0,0.0,0.0,20.45,39,0
1.0,0.0,0.0,20.0,62,0
1.0,0.0,0.0,19.75,53,1
0.0,1.0,0.0,99.5,53,0
0.0,0.0,1.0,82.0,18,1
0.0,0.0,0.0,89.1,62,0
0.0,0.0,0.0,65.3,70,1
0.0,0.0,1.0,104.65,27,0
0.0,0.0,1.0,103.3,61,0
0.0,0.0,0.0,103.85,53,1
0.0,0.0,1.0,103.95,54,1
0.0,0.0,0.0,111.6,64,0
0.0,0.0,0.0,99.7,30,1
1.0,0.0,0.0,20.55,50,0
0.0,0.0,1.0,104.85,38,0
0.0,0.0,0.0,98.65,72,0
0.0,0.0,0.0,105.65,39,1
0.0,1.0,0.0,64.5,30,0
0.0,0.0,0.0,95.0,26,1
0.0,1.0,0.0,85.95,6,0
0.0,1.0,0.0,53.9,16,1
0.0,0.0,1.0,56.15,51,0
0.0,0.0,1.0,98.6,17,1
0.0,0.0,0.0,78.8,1,1
1.0,0.0,0.0,20.05,62,0
0.0,0.0,1.0,64.75,13,0
0.0,0.0,1.0,73.05,64,0
0.0,0.0,0.0,84.8,44,0
0.0,0.0,0.0,112.95,16,0
1.0,0.0,0.0,24.8,15,0
0.0,0.0,0.0,40.65,36,0
0.0,0.0,0.0,90.85,1,1
0.0,0.0,0.0,70.0,24,0
1.0,0.0,0.0,19.85,60,0
0.0,0.0,0.0,91.5,3,1
0.0,0.0,0.0,90.8,16,0
0.0,0.0,0.0,85.9,66,0
0.0,0.0,1.0,104.25,66,0
1.0,0.0,1.0,20.4,45,1
0.0,0.0,0.0,110.75,43,1
1.0,0.0,0.0,19.8,71,0
0.0,1.0,0.0,45.05,1,1
0.0,0.0,0.0,71.0,1,1
0.0,0.0,0.0,81.45,20,0
0.0,0.0,0.0,53.5,65,0
1.0,0.0,0.0,20.0,19,0
1.0,1.0,1.0,20.0,36,0
0.0,0.0,0.0,108.6,71,1
0.0,0.0,0.0,24.8,1,1
0.0,0.0,0.0,68.25,33,1
0.0,0.0,0.0,54.5,71,0
0.0,0.0,0.0,67.8,13,0
1.0,1.0,0.0,19.4,29,0
0.0,0.0,0.0,71.95,13,0
0.0,0.0,0.0,56.75,22,0
0.0,0.0,0.0,99.25,7,1
1.0,0.0,0.0,25.4,47,0
1.0,0.0,0.0,20.3,26,0
0.0,0.0,0.0,59.9,13,0
0.0,0.0,0.0,89.8,26,1
1.0,1.0,0.0,20.4,2,0
0.0,0.0,0.0,24.45,4,1
0.0,0.0,0.0,80.95,52,0
0.0,0.0,0.0,91.05,3,1
0.0,0.0,1.0,110.75,62,0
0.0,0.0,0.0,93.9,70,1
0.0,0.0,1.0,104.1,71,0
0.0,0.0,1.0,35.75,69,0
1.0,0.0,1.0,26.2,35,0
0.0,0.0,0.0,102.6,63,0
0.0,0.0,0.0,105.4,69,0
0.0,0.0,0.0,99.9,72,0
0.0,0.0,0.0,80.4,36,0
0.0,0.0,0.0,72.75,33,0
0.0,0.0,0.0,89.9,28,0
1.0,1.0,0.0,19.6,27,0
0.0,0.0,1.0,74.1,1,0
0.0,0.0,0.0,38.5,72,0
0.0,0.0,0.0,98.0,63,0
0.0,1.0,0.0,69.85,12,0
1.0,0.0,0.0,25.4,12,0
0.0,0.0,0.0,113.0,70,0
0.0,1.0,0.0,45.35,1,0
0.0,0.0,0.0,89.1,20,0
1.0,0.0,0.0,25.0,72,0
0.0,1.0,0.0,75.65,5,0
0.0,0.0,1.0,25.25,39,0
0.0,0.0,0.0,54.3,1,0
0.0,0.0,1.0,55.2,15,0
1.0,0.0,0.0,24.55,72,0
0.0,1.0,0.0,35.75,24,0
0.0,0.0,1.0,103.8,34,0
0.0,0.0,0.0,79.55,9,1
0.0,0.0,0.0,88.05,72,0
1.0,0.0,0.0,21.05,8,0
1.0,0.0,1.0,19.0,6,0
0.0,0.0,0.0,87.55,36,1
1.0,1.0,0.0,25.4,72,0
0.0,0.0,0.0,49.85,8,1
1.0,1.0,0.0,20.05,44,0
0.0,0.0,0.0,69.8,18,0
0.0,0.0,0.0,99.95,39,0
0.0,0.0,1.0,95.4,60,0
0.0,0.0,0.0,39.65,1,1
1.0,1.0,0.0,20.0,21,0
0.0,0.0,0.0,84.95,60,0
0.0,0.0,1.0,70.75,62,0
1.0,0.0,1.0,19.8,8,0
1.0,0.0,0.0,25.1,65,0
1.0,1.0,1.0,20.75,17,0
0.0,0.0,0.0,61.4,60,0
1.0,1.0,0.0,19.25,11,1
1.0,1.0,0.0,19.95,2,0
0.0,0.0,0.0,103.9,21,1
0.0,0.0,0.0,103.1,66,0
1.0,0.0,0.0,18.95,16,0
0.0,0.0,1.0,75.1,66,0
0.0,1.0,0.0,79.2,46,0
0.0,0.0,1.0,90.25,70,0
1.0,0.0,0.0,20.35,72,0
0.0,1.0,0.0,44.6,1,0
1.0,1.0,0.0,24.0,1,0
0.0,0.0,0.0,100.6,8,1
0.0,1.0,0.0,49.2,2,0
1.0,1.0,0.0,19.2,1,0
1.0,1.0,1.0,20.5,17,0
0.0,1.0,1.0,50.0,58,0
0.0,0.0,0.0,86.75,59,0
0.0,0.0,0.0,89.4,12,1
0.0,0.0,0.0,63.6,3,1
0.0,0.0,0.0,50.6,32,0
0.0,0.0,0.0,24.7,7,0
1.0,0.0,1.0,19.9,8,0
0.0,0.0,0.0,85.1,22,1
0.0,1.0,0.0,96.6,66,0
0.0,0.0,0.0,75.4,23,0
0.0,0.0,0.0,86.0,1,1
0.0,0.0,0.0,65.35,21,0
0.0,0.0,0.0,74.75,9,1
0.0,0.0,0.0,56.25,44,0
0.0,0.0,0.0,79.4,15,1
0.0,0.0,0.0,74.0,67,0
0.0,0.0,1.0,98.25,56,1
0.0,0.0,0.0,29.05,4,0
0.0,0.0,0.0,79.15,43,0
0.0,0.0,0.0,82.15,61,0
0.0,0.0,1.0,65.4,44,0
0.0,0.0,0.0,75.85,9,0
0.0,0.0,0.0,115.8,72,0
0.0,0.0,0.0,95.35,7,1
0.0,1.0,0.0,44.4,9,0
1.0,1.0,0.0,19.95,51,0
0.0,0.0,1.0,29.45,66,0
1.0,0.0,1.0,24.8,14,0
1.0,1.0,0.0,20.15,10,0
1.0,1.0,1.0,19.35,17,0
0.0,0.0,0.0,95.4,48,0
1.0,1.0,0.0,19.95,19,0
1.0,1.0,0.0,19.3,1,0
1.0,1.0,0.0,19.55,63,0
0.0,0.0,0.0,105.05,67,0
0.0,1.0,0.0,63.55,63,0
0.0,0.0,1.0,69.2,71,0
0.0,1.0,1.0,53.65,36,0
0.0,0.0,0.0,91.55,16,0
